Player,Nation,Pos,Squad,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Playing Time Mn/MP,Playing Time Min%,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
Leny Yoro,FRA,DF,Manchester Utd,20-171,30,18,"1,722",19.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,3,33.3,0.47,0.16,0.00,0.00,57,56.3,82,9,12,21,3,1.63,28,33,-5,-0.26,-1.54,0,16,5,2,3,30,19,N/a,N/a,0
Leon Bailey,JAM,MF,Aston Villa,28-267,10,2,357,4.0,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6,1,16.7,1.51,0.25,0.00,0.00,36,11.7,61,0,8,29,2,1.10,5,8,-3,-0.76,-1.02,0,5,4,1,16,1,4,N/a,N/a,0
Lesley Ugochukwu,FRA,MF,Burnley,22-038,32,24,"2,114",23.5,3,1,4,3,0,0,3,1,0.13,0.04,0.17,0.13,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,7,33.3,0.89,0.30,0.14,0.43,66,67.1,78,5,8,29,2,0.59,25,46,-21,-0.89,+0.41,1,26,26,1,6,15,25,N/a,N/a,0
Lewis Cook,ENG,"MF,DF",Bournemouth,29-089,16,8,872,9.7,0,1,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,0.31,0.00,0.00,N/a,55,28.5,90,8,8,19,1,1.44,15,17,-2,-0.21,-0.29,0,8,5,0,44,21,17,N/a,N/a,0
Lewis Dunk,ENG,DF,Brighton,34-163,30,28,"2,568",28.5,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19,2,10.5,0.67,0.07,0.00,0.00,86,81.5,90,28,2,24,1,1.40,41,36,+5,+0.18,-0.44,0,13,8,1,5,29,21,N/a,N/a,0
Lewis Hall,ENG,DF,Newcastle United,21-237,27,21,"1,911",21.2,1,1,2,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,5,22.7,1.04,0.24,0.05,0.20,71,60.7,86,16,6,19,4,1.30,30,35,-5,-0.24,-0.31,0,15,37,0,94,26,28,N/a,N/a,0
Lewis Miley,ENG,"MF,DF",Newcastle United,20-002,23,15,"1,496",16.6,1,4,5,1,0,0,0,0,0.06,0.24,0.30,0.06,0.30,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,4,33.3,0.72,0.24,0.08,0.25,65,47.5,88,13,8,22,5,1.30,25,22,+3,+0.18,+0.56,0,5,4,2,42,20,18,N/a,N/a,0
Liam Delap,ENG,FW,Chelsea,23-084,25,11,967,10.7,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33,11,33.3,3.07,1.02,0.03,0.09,39,31.6,66,3,14,18,0,1.36,16,16,0,0.00,-0.34,0,22,18,4,6,1,3,N/a,N/a,0
Lisandro Martínez,ARG,DF,Manchester Utd,28-105,15,10,963,10.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,0,0.0,0.37,0.00,0.00,N/a,64,31.5,86,8,5,20,1,1.80,19,13,+6,+0.56,+0.22,0,9,2,0,2,11,8,N/a,N/a,1
Lorenzo Lucca,ITA,FW,Nottingham Forest,25-235,3,1,121,1.3,1,0,1,1,0,0,0,0,0.74,0.00,0.74,0.74,0.74,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,1,33.3,2.23,0.74,0.33,1.00,40,4.0,70,0,2,26,1,0.33,1,1,0,0.00,+0.12,0,1,2,1,0,1,0,N/a,N/a,0
Loum Tchaouna,FRA,"MF,FW",Burnley,22-237,26,11,"1,027",11.4,2,0,2,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18,8,44.4,1.58,0.70,0.11,0.25,40,32.6,69,1,15,18,9,0.38,10,20,-10,-0.88,+0.23,0,8,13,1,22,2,7,N/a,N/a,0
Lucas,BRA,"MF,DF",Burnley,25-040,17,12,"1,139",12.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,1,9.1,0.87,0.08,0.00,0.00,67,36.2,86,11,5,21,13,0.41,13,25,-12,-0.95,+0.13,0,11,3,5,48,14,19,N/a,N/a,0
Lucas Bergvall,SWE,MF,Tottenham Hotspur,20-090,21,11,954,10.6,1,3,4,1,0,0,2,0,0.09,0.28,0.38,0.09,0.38,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,5,45.5,1.04,0.47,0.09,0.20,45,31.2,66,0,10,22,3,1.10,14,17,-3,-0.28,+0.02,0,24,7,3,18,3,14,N/a,N/a,0
Lucas Digne,FRA,DF,Aston Villa,32-287,29,20,"1,745",19.4,0,5,5,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,5,38.5,0.67,0.26,0.00,0.00,60,57.0,80,9,9,16,5,1.76,25,21,+4,+0.21,+0.14,0,12,12,3,103,12,24,N/a,N/a,0
Lucas Paquetá,BRA,"MF,FW",West Ham United,28-249,18,18,"1,511",16.8,4,1,5,2,2,2,7,1,0.24,0.06,0.30,0.12,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23,11,47.8,1.37,0.66,0.09,0.18,84,48.0,84,8,0,N/a,0,0.67,18,32,-14,-0.83,-0.72,1,27,30,5,36,7,22,N/a,N/a,0
Lucas Perri,BRA,GK,Leeds United,28-144,16,16,"1,440",16.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,29,1.81,63,38,60.3,4,6,6,3,18.8,4,4,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,90,45.7,90,16,0,N/a,15,1.13,23,29,-6,-0.37,-0.43,0,1,3,0,0,0,0,N/a,N/a,0
Luis Guilherme,BRA,FW,West Ham United,20-083,5,1,125,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.72,0.00,0.00,N/a,25,4.0,45,0,4,20,3,0.40,2,2,0,0.00,+0.48,0,0,0,0,0,0,1,N/a,N/a,0
Lukas Nmecha,GER,FW,Leeds United,27-140,28,9,934,10.4,6,1,7,4,2,3,0,0,0.58,0.10,0.67,0.39,0.48,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28,15,53.6,2.70,1.45,0.14,0.27,33,29.7,69,0,19,16,3,1.11,12,20,-8,-0.77,-0.89,0,16,14,2,8,3,5,N/a,N/a,0
Luke O'Nien,ENG,DF,Sunderland,31-163,10,4,411,4.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.22,0.00,0.00,N/a,41,13.0,90,4,6,9,16,1.30,7,5,+2,+0.44,+0.80,0,5,6,0,7,5,4,N/a,N/a,0
Luke Shaw,ENG,DF,Manchester Utd,30-295,34,34,"2,868",31.9,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,2,25.0,0.25,0.06,0.00,0.00,84,93.7,84,20,0,N/a,0,1.79,57,41,+16,+0.50,+1.44,0,41,16,0,49,35,39,N/a,N/a,0
Lutsharel Geertruida,NED,"DF,MF",Sunderland,25-289,25,14,"1,423",15.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,2,25.0,0.51,0.13,0.00,0.00,57,45.2,86,11,11,20,7,1.24,11,21,-10,-0.63,-0.68,0,14,5,1,7,17,20,N/a,N/a,0
Lyle Foster,RSA,"FW,MF",Burnley,25-242,25,15,"1,349",15.0,3,2,5,3,0,0,4,0,0.20,0.13,0.33,0.20,0.33,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,6,30.0,1.33,0.40,0.15,0.50,54,42.8,75,3,10,22,2,0.56,11,30,-19,-1.27,-0.42,0,22,13,11,6,4,12,N/a,N/a,0
Mads Hermansen,DEN,GK,West Ham United,25-296,15,15,"1,350",15.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,24,1.60,69,45,66.7,5,4,6,6,40.0,1,1,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,90,42.9,90,15,0,N/a,20,1.27,17,24,-7,-0.47,-0.02,0,0,2,0,0,0,0,N/a,N/a,0
Malick Thiaw,GER,DF,Newcastle United,24-268,32,30,"2,695",29.9,4,0,4,4,0,0,4,0,0.13,0.00,0.13,0.13,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28,14,50.0,0.94,0.47,0.14,0.29,84,85.6,88,28,2,24,3,1.25,43,48,-5,-0.17,-0.36,0,22,10,2,9,26,30,N/a,N/a,0
Malo Gusto,FRA,DF,Chelsea,22-349,31,23,"1,997",22.2,2,3,5,2,0,0,4,1,0.09,0.14,0.23,0.09,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,5,45.5,0.50,0.23,0.18,0.40,64,65.3,79,8,8,24,1,1.42,39,29,+10,+0.45,+0.62,1,16,18,1,49,26,22,N/a,N/a,0
Mamadou Sarr,SEN,DF,Chelsea,20-247,2,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.98,0.00,0.00,N/a,46,3.0,89,0,1,3,7,0.50,1,3,-2,-1.96,-2.26,0,0,0,0,0,1,0,N/a,N/a,0
Manuel Ugarte,URU,MF,Manchester Utd,25-022,22,8,887,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,1,7.7,1.32,0.10,0.00,0.00,40,29.0,80,3,14,17,12,1.55,12,23,-11,-1.12,-2.15,0,24,15,0,1,20,30,N/a,N/a,0
Marc Cucurella,ESP,DF,Chelsea,27-285,30,27,"2,347",26.1,1,3,4,1,0,0,6,1,0.04,0.12,0.15,0.04,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18,5,27.8,0.69,0.19,0.06,0.20,78,76.7,83,22,3,34,0,1.50,41,30,+11,+0.42,+0.80,0,38,25,2,30,26,35,N/a,N/a,0
Marc Guiu,ESP,FW,Chelsea,20-119,8,1,257,2.9,0,1,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,2,16.7,4.20,0.70,0.00,0.00,32,8.4,75,0,7,26,17,1.63,6,2,+4,+1.40,+1.27,0,9,2,2,0,0,0,N/a,N/a,0
Marc Guéhi,ENG,DF,Crystal Palace,25-294,20,20,"1,800",20.0,2,2,4,2,0,0,4,0,0.10,0.10,0.20,0.10,0.20,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,4,26.7,0.75,0.20,0.13,0.50,90,60.6,90,20,0,N/a,0,1.35,22,23,-1,-0.05,+0.10,0,14,18,0,10,24,19,N/a,N/a,0
Marco Bizot,NED,GK,Aston Villa,35-054,6,5,495,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,9,1.64,25,17,68.0,2,2,1,2,40.0,1,1,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,83,16.2,90,5,1,45,27,1.50,8,9,-1,-0.18,-0.39,0,1,1,0,0,0,0,N/a,N/a,0
Marcos Senesi,ARG,DF,Bournemouth,28-358,33,33,"2,928",32.5,0,5,5,0,0,0,8,0,0.00,0.15,0.15,0.00,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17,5,29.4,0.52,0.15,0.00,0.00,89,95.7,89,31,0,N/a,0,1.48,50,51,-1,-0.03,-0.71,0,32,33,1,27,46,31,N/a,N/a,0
Marcus Edwards,ENG,"MF,FW",Burnley,27-151,22,11,"1,051",11.7,1,3,4,1,0,0,0,0,0.09,0.26,0.34,0.09,0.34,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,6,27.3,1.88,0.51,0.05,0.17,48,33.4,79,2,11,16,11,0.45,14,18,-4,-0.34,+1.03,0,7,18,1,18,3,6,N/a,N/a,0
Marcus Tavernier,ENG,MF,Bournemouth,27-042,30,27,"2,389",26.5,6,4,10,4,2,2,5,0,0.23,0.15,0.38,0.15,0.30,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,63,20,31.7,2.37,0.75,0.06,0.20,80,78.1,86,13,3,24,0,1.30,39,42,-3,-0.11,-0.52,0,29,32,4,94,14,19,N/a,N/a,0
Marshall Munetsi,ZIM,"MF,FW",Wolves,29-315,13,9,875,9.7,1,1,2,1,0,0,2,0,0.10,0.10,0.21,0.10,0.21,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14,6,42.9,1.44,0.62,0.07,0.17,67,27.8,86,6,4,24,1,0.15,6,19,-13,-1.34,-0.35,0,19,10,4,14,5,13,N/a,N/a,0
Martin Dúbravka,SVK,GK,Burnley,37-108,35,35,"3,150",35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,71,2.03,192,127,66.1,4,8,23,4,11.4,7,6,0,1,0.0,0,0,N/a,0.00,0.00,N/a,N/a,90,100.0,90,35,0,N/a,0,0.57,35,71,-36,-1.03,N/a,0,0,8,0,0,0,1,N/a,N/a,0
Martin Ødegaard,NOR,MF,Arsenal,27-137,22,15,"1,256",14.0,1,5,6,1,0,0,0,0,0.07,0.36,0.43,0.07,0.43,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,8,38.1,1.50,0.57,0.05,0.13,57,39.9,71,7,7,27,0,2.09,27,13,+14,+1.00,-0.14,0,9,7,2,22,7,9,N/a,N/a,0
Martín Zubimendi,ESP,MF,Arsenal,27-090,35,33,"2,862",31.8,5,1,6,5,0,0,4,0,0.16,0.03,0.19,0.16,0.19,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27,9,33.3,0.85,0.28,0.19,0.56,82,90.9,84,21,2,44,0,2.17,55,24,+31,+0.97,-1.21,0,31,13,1,12,39,39,N/a,N/a,0
Mason Mount,ENG,MF,Manchester Utd,27-113,20,10,844,9.4,3,0,3,3,0,0,1,0,0.32,0.00,0.32,0.32,0.32,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18,5,27.8,1.92,0.53,0.17,0.60,42,27.6,68,2,10,17,5,1.80,16,15,+1,+0.11,-0.42,0,15,9,0,19,4,8,N/a,N/a,0
Mateus Fernandes,POR,MF,West Ham United,21-297,33,32,"2,746",30.5,3,3,6,3,0,0,7,0,0.10,0.10,0.20,0.10,0.20,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23,5,21.7,0.75,0.16,0.13,0.60,83,87.2,85,20,1,26,0,1.09,36,46,-10,-0.33,+1.01,0,45,47,0,49,33,61,N/a,N/a,0
Mateus Mane,POR,MF,Wolves,18-229,24,16,"1,549",17.2,2,1,3,2,0,0,0,0,0.12,0.06,0.17,0.12,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34,13,38.2,1.98,0.76,0.06,0.15,65,49.2,86,13,8,23,0,0.67,14,26,-12,-0.70,+0.76,0,24,42,1,72,4,12,N/a,N/a,0
Matheus Cunha,BRA,"MF,FW",Manchester Utd,26-341,30,26,"2,239",24.9,8,2,10,8,0,0,3,0,0.32,0.08,0.40,0.32,0.40,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,78,32,41.0,3.14,1.29,0.10,0.25,75,73.2,83,15,4,24,0,1.83,42,31,+11,+0.44,+0.11,0,22,50,2,45,18,19,N/a,N/a,0
Matheus Nunes,POR,DF,Manchester City,27-249,30,28,"2,535",28.2,1,5,6,1,0,0,4,0,0.04,0.18,0.21,0.04,0.21,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,2,28.6,0.25,0.07,0.14,0.50,85,85.4,88,25,2,35,2,2.23,59,24,+35,+1.24,+0.83,0,14,27,4,59,26,38,N/a,N/a,0
Mathias Jensen,DEN,MF,Brentford,30-122,33,23,"2,013",22.4,3,1,4,3,0,0,3,0,0.13,0.04,0.18,0.13,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27,8,29.6,1.21,0.36,0.11,0.38,61,63.9,82,12,10,13,2,1.55,33,27,+6,+0.27,+0.51,0,18,12,2,116,18,23,N/a,N/a,0
Mathys Tel,FRA,"MF,FW",Tottenham Hotspur,21-006,27,9,"1,014",11.3,3,0,3,3,0,0,0,0,0.27,0.00,0.27,0.27,0.27,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28,7,25.0,2.49,0.62,0.11,0.43,38,33.1,75,2,18,19,7,0.89,21,20,+1,+0.09,+0.57,0,14,19,3,68,2,11,N/a,N/a,0
Mats Wieffer,NED,DF,Brighton,26-168,25,22,"1,813",20.1,2,3,5,2,0,0,8,0,0.10,0.15,0.25,0.10,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18,6,33.3,0.89,0.30,0.11,0.33,73,57.6,78,13,3,29,0,1.60,31,23,+8,+0.40,+0.33,0,29,22,2,16,24,41,N/a,N/a,0
Matt Doherty,IRL,"DF,MF",Wolves,34-107,11,11,787,8.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,0.34,0.00,0.00,N/a,72,25.0,72,3,0,N/a,14,0.45,2,15,-13,-1.49,-0.53,0,16,6,0,8,7,8,N/a,N/a,0
Matt O'Riley,DEN,MF,Brighton,25-163,6,2,204,2.3,1,0,1,0,1,1,0,0,0.44,0.00,0.44,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,2,50.0,1.76,0.88,0.00,0.00,34,6.5,89,1,4,7,4,1.33,2,3,-1,-0.44,-0.75,0,2,1,1,6,0,2,N/a,N/a,0
Matthijs de Ligt,NED,DF,Manchester Utd,26-264,13,13,"1,170",13.0,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,3,27.3,0.85,0.23,0.09,0.33,90,38.2,90,13,0,N/a,0,1.62,21,20,+1,+0.08,-0.54,0,6,5,0,4,11,13,N/a,N/a,0
Matty Cash,POL,DF,Aston Villa,28-269,31,31,"2,710",30.1,3,2,5,3,0,0,8,0,0.10,0.07,0.17,0.10,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,29,10,34.5,0.96,0.33,0.10,0.30,87,88.6,87,24,0,N/a,0,1.77,42,32,+10,+0.33,+1.62,0,40,27,4,115,23,27,N/a,N/a,0
Matz Sels,BEL,GK,Nottingham Forest,34-066,27,26,"2,308",25.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,33,1.29,106,77,72.6,9,8,9,7,26.9,4,4,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,85,75.4,88,25,1,13,3,1.30,35,33,+2,+0.08,+0.80,0,0,4,0,0,0,1,N/a,N/a,0
Max Alleyne,ENG,DF,Manchester City,20-286,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,1,50.0,1.33,0.67,0.00,0.00,68,4.5,68,1,0,N/a,4,0.50,1,1,0,0.00,-1.17,0,0,0,0,0,3,3,N/a,N/a,0
Max Dowman,ENG,MF,Arsenal,16-123,5,0,96,1.1,1,0,1,1,0,0,0,0,0.94,0.00,0.94,0.94,0.94,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6,1,16.7,5.63,0.94,0.17,1.00,19,3.0,N/a,0,5,19,9,1.80,3,1,+2,+1.87,+0.81,0,1,6,0,6,1,2,N/a,N/a,0
Max Kilman,ENG,DF,West Ham United,28-345,21,17,"1,561",17.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,1,14.3,0.40,0.06,0.00,0.00,74,49.6,90,17,4,8,10,0.95,18,37,-19,-1.10,-1.27,0,16,2,0,2,6,8,N/a,N/a,0
Maxence Lacroix,FRA,DF,Crystal Palace,26-027,31,31,"2,755",30.6,1,2,3,1,0,0,3,1,0.03,0.07,0.10,0.03,0.10,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23,6,26.1,0.75,0.20,0.04,0.17,89,92.8,89,30,0,N/a,0,1.19,32,36,-4,-0.13,-0.55,0,30,17,0,5,41,34,N/a,N/a,0
Maxim De Cuyper,BEL,"DF,MF",Brighton,25-132,27,14,"1,192",13.2,2,1,3,2,0,0,2,0,0.15,0.08,0.23,0.15,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,6,54.5,0.83,0.45,0.18,0.33,44,37.8,69,4,13,17,6,1.44,18,20,-2,-0.15,-0.66,0,16,18,1,59,9,10,N/a,N/a,0
Maxime Estève,FRA,DF,Burnley,23-342,32,32,"2,761",30.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,1,10.0,0.33,0.03,0.00,0.00,86,87.7,86,27,0,N/a,0,0.56,32,67,-35,-1.14,-0.91,0,13,12,0,6,35,24,N/a,N/a,2
Melker Ellborg,SWE,GK,Sunderland,22-346,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0.67,12,10,83.3,2,0,1,1,33.3,0,0,0,0,N/a,0,0,N/a,0.00,0.00,N/a,N/a,90,8.6,90,3,0,N/a,8,2.00,3,2,+1,+0.33,+0.65,0,0,1,0,0,0,0,N/a,N/a,0
Merlin Röhl,GER,MF,Everton,23-302,12,2,366,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,0,0.0,1.72,0.00,0.00,N/a,31,12.0,90,2,10,19,11,1.25,6,6,0,0.00,0.00,0,9,3,1,4,2,10,N/a,N/a,0
Michael Kayode,ITA,DF,Brentford,21-297,34,34,"2,988",33.2,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,3,33.3,0.27,0.09,0.11,0.33,88,94.9,88,28,0,N/a,0,1.50,51,43,+8,+0.24,+3.02,0,23,47,1,53,38,44,N/a,N/a,1
Michael Keane,ENG,DF,Everton,33-112,29,25,"2,231",24.8,3,0,3,3,0,0,0,1,0.12,0.00,0.12,0.12,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,6,28.6,0.85,0.24,0.14,0.50,77,72.9,89,23,4,4,1,1.24,25,33,-8,-0.32,-1.19,0,15,6,0,1,34,21,N/a,N/a,0
